Brand,Model,Year,KM Driven,Fuel Type,Transmission,Location,Price (INR)
Maruti,Celerio ZXI,2024.0,9000,Petrol,Manual,Mumbai,595000.0
Nissan,Magnite XE,2023.0,40347,Petrol,Manual,Mumbai,496000.0
Audi,Q3 Sportback 40TFSI Quattro,2024.0,7600,Petrol,Automatic,Mumbai,4700000.0
Honda,City GXi,2007.0,44000,Petrol,Manual,Mumbai,145000.0
BMW,X5 xDrive30d xLine,2024.0,13000,Diesel,Automatic,Mumbai,9495000.0
Audi,Q3 Bold Edition,2024.0,6691,Petrol,Automatic,Mumbai,4450000.0
Audi,Q3 Premium Plus BSVI,2023.0,18000,Petrol,Automatic,Navi Mumbai,3800000.0
Mahindra,Bolero B4,2024.0,25200,Diesel,Manual,Thane,1100000.0
Nissan,Magnite XV BSVI,2022.0,30000,Petrol,Manual,Navi Mumbai,675000.0
Toyota,Innova 2.5 G (Diesel) 7 Seater BS III,2010.0,150000,Diesel,Manual,Mumbai,380000.0
Renault,Kiger RXT AMT,2022.0,14090,Petrol,Automatic,Thane,675000.0
BMW,X3 xDrive20d M Sport,2023.0,21500,Diesel,Automatic,Mumbai,7000000.0
Hyundai,Exter SX CNG 4 Cylinder,2023.0,30000,CNG,Manual,Thane,890000.0
Kia,Sonet HTX Turbo DCT,2024.0,7800,Petrol,Automatic,Mumbai,1325000.0
Kia,Sonet X-line Turbo DCT,2024.0,7304,Petrol,Automatic,Mumbai,1450000.0
Skoda,Rapid 1.6 MPI Ambition Plus,2014.0,65000,Petrol,Manual,Mumbai,285000.0
Jeep,Compass 2.0 Sport,2018.0,80000,Diesel,Manual,Mumbai,790000.0
Renault,Kiger RXT AMT Opt,2021.0,22778,Petrol,Automatic,Thane,625000.0
Tata,Nexon XZA Plus P AMT,2022.0,32667,Petrol,Automatic,Thane,899000.0
Kia,Sonet HTK Plus Turbo DCT,2020.0,16357,Petrol,Automatic,Mumbai,890000.0
Nissan,Magnite XE,2023.0,40347,Petrol,Manual,Mumbai,496000.0
Renault,Kiger RXT AMT,2022.0,14090,Petrol,Automatic,Thane,675000.0
Hyundai,Elantra 2.0 SX AT,2017.0,49269,Petrol,Automatic,Thane,825000.0
MG,Hector Plus Sharp Pro CVT 7 Str,2025.0,4300,Petrol,Automatic,Mumbai,2145000.0
Hyundai,i20 Sportz Plus BSIV,2019.0,25000,Petrol,Manual,Mumbai,649000.0
Audi,Q3 Sportback 40TFSI Quattro,2024.0,7600,Petrol,Automatic,Mumbai,4700000.0
Hyundai,Verna SX IVT Opt,2023.0,15000,Petrol,Automatic,Mumbai,1475000.0
Mahindra,Thar LX 4WD Hard Top AT BSVI,2022.0,30000,Petrol,Automatic,Mumbai,1425000.0
Mahindra,Thar LX 4WD Hard Top Diesel BSVI,2021.0,43000,Diesel,Manual,Mumbai,1450000.0
MG,Gloster Savvy 7-Str,2021.0,50000,Diesel,Automatic,Mumbai,2950000.0
Hyundai,Creta 1.6 EX Petrol,2015.0,56686,Petrol,Manual,Mumbai,669000.0
Volkswagen,Taigun 1.0 TSI Topline AT BSVI,2022.0,36491,Petrol,Automatic,Mumbai,1049000.0
Audi,A6 35 TDI,2018.0,48191,Diesel,Automatic,Mumbai,2275000.0
Kia,Sonet HTX Turbo iMT BSVI,2021.0,30370,Petrol,Manual,Mumbai,819999.9999999999
Kia,Carens Luxury Plus DCT BSVI,2023.0,8911,Petrol,Automatic,Mumbai,1825000.0
Kia,Seltos GTX Plus Diesel AT,2023.0,29000,Diesel,Automatic,Mumbai,1950000.0
Jeep,Compass 2.0 Sport,2018.0,80000,Diesel,Manual,Mumbai,790000.0
Hyundai,IONIQ 5 Long Range RWD,2024.0,11000,Electric,Automatic,Mumbai,3690000.0
Tata,Nexon XZA Plus P AMT,2022.0,32667,Petrol,Automatic,Thane,899000.0
Kia,Sonet HTK Plus Turbo DCT,2020.0,16357,Petrol,Automatic,Mumbai,890000.0
Nissan,Magnite XE,2023.0,40347,Petrol,Manual,Mumbai,496000.0
Renault,Kiger RXT AMT,2022.0,14090,Petrol,Automatic,Thane,675000.0
Hyundai,Elantra 2.0 SX AT,2017.0,49269,Petrol,Automatic,Thane,825000.0
MG,Hector Plus Sharp Pro CVT 7 Str,2025.0,4300,Petrol,Automatic,Mumbai,2145000.0
Hyundai,i20 Sportz Plus BSIV,2019.0,25000,Petrol,Manual,Mumbai,649000.0
Audi,Q3 Sportback 40TFSI Quattro,2024.0,7600,Petrol,Automatic,Mumbai,4700000.0
Hyundai,Verna SX IVT Opt,2023.0,15000,Petrol,Automatic,Mumbai,1475000.0
Mahindra,Thar LX 4WD Hard Top AT BSVI,2022.0,30000,Petrol,Automatic,Mumbai,1425000.0
Mahindra,Thar LX 4WD Hard Top Diesel BSVI,2021.0,43000,Diesel,Manual,Mumbai,1450000.0
MG,Gloster Savvy 7-Str,2021.0,50000,Diesel,Automatic,Mumbai,2950000.0
Hyundai,Creta 1.6 EX Petrol,2015.0,56686,Petrol,Manual,Mumbai,669000.0
Volkswagen,Taigun 1.0 TSI Topline AT BSVI,2022.0,36491,Petrol,Automatic,Mumbai,1049000.0
Audi,A6 35 TDI,2018.0,48191,Diesel,Automatic,Mumbai,2275000.0
Kia,Sonet HTX Turbo iMT BSVI,2021.0,30370,Petrol,Manual,Mumbai,819999.9999999999
Kia,Carens Luxury Plus DCT BSVI,2023.0,8911,Petrol,Automatic,Mumbai,1825000.0
Kia,Seltos GTX Plus Diesel AT,2023.0,29000,Diesel,Automatic,Mumbai,1950000.0
Jeep,Compass 2.0 Sport,2018.0,80000,Diesel,Manual,Mumbai,790000.0
Hyundai,IONIQ 5 Long Range RWD,2024.0,11000,Electric,Automatic,Mumbai,3690000.0
Tata,Nexon XZA Plus P AMT,2022.0,32667,Petrol,Automatic,Thane,899000.0
Kia,Sonet HTK Plus Turbo DCT,2020.0,16357,Petrol,Automatic,Mumbai,890000.0
Nissan,Magnite XE,2023.0,40347,Petrol,Manual,Mumbai,496000.0
Renault,Kiger RXT AMT,2022.0,14090,Petrol,Automatic,Thane,675000.0
Hyundai,Elantra 2.0 SX AT,2017.0,49269,Petrol,Automatic,Thane,825000.0
MG,Hector Plus Sharp Pro CVT 7 Str,2025.0,4300,Petrol,Automatic,Mumbai,2145000.0
Hyundai,i20 Sportz Plus BSIV,2019.0,25000,Petrol,Manual,Mumbai,649000.0
Audi,Q3 Sportback 40TFSI Quattro,2024.0,7600,Petrol,Automatic,Mumbai,4700000.0
Hyundai,Verna SX IVT Opt,2023.0,15000,Petrol,Automatic,Mumbai,1475000.0
Mahindra,Thar LX 4WD Hard Top AT BSVI,2022.0,30000,Petrol,Automatic,Mumbai,1425000.0
Mahindra,Thar LX 4WD Hard Top Diesel BSVI,2021.0,43000,Diesel,Manual,Mumbai,1450000.0
MG,Gloster Savvy 7-Str,2021.0,50000,Diesel,Automatic,Mumbai,2950000.0
Hyundai,Creta 1.6 EX Petrol,2015.0,56686,Petrol,Manual,Mumbai,669000.0
Volkswagen,Taigun 1.0 TSI Topline AT BSVI,2022.0,36491,Petrol,Automatic,Mumbai,1049000.0
Audi,A6 35 TDI,2018.0,48191,Diesel,Automatic,Mumbai,2275000.0
Kia,Sonet HTX Turbo iMT BSVI,2021.0,30370,Petrol,Manual,Mumbai,819999.9999999999
Kia,Carens Luxury Plus DCT BSVI,2023.0,8911,Petrol,Automatic,Mumbai,1825000.0
Kia,Seltos GTX Plus Diesel AT,2023.0,29000,Diesel,Automatic,Mumbai,1950000.0
Jeep,Compass 2.0 Sport,2018.0,80000,Diesel,Manual,Mumbai,790000.0
Hyundai,IONIQ 5 Long Range RWD,2024.0,11000,Electric,Automatic,Mumbai,3690000.0
Tata,Nexon XZA Plus P AMT,2022.0,32667,Petrol,Automatic,Thane,899000.0
Kia,Sonet HTK Plus Turbo DCT,2020.0,16357,Petrol,Automatic,Mumbai,890000.0
Nissan,Magnite XE,2023.0,40347,Petrol,Manual,Mumbai,496000.0
Renault,Kiger RXT AMT,2022.0,14090,Petrol,Automatic,Thane,675000.0
Hyundai,Elantra 2.0 SX AT,2017.0,49269,Petrol,Automatic,Thane,825000.0
MG,Hector Plus Sharp Pro CVT 7 Str,2025.0,4300,Petrol,Automatic,Mumbai,2145000.0
Hyundai,i20 Sportz Plus BSIV,2019.0,25000,Petrol,Manual,Mumbai,649000.0
Audi,Q3 Sportback 40TFSI Quattro,2024.0,7600,Petrol,Automatic,Mumbai,4700000.0
Hyundai,Verna SX IVT Opt,2023.0,15000,Petrol,Automatic,Mumbai,1475000.0
Mahindra,Thar LX 4WD Hard Top AT BSVI,2022.0,30000,Petrol,Automatic,Mumbai,1425000.0
Mahindra,Thar LX 4WD Hard Top Diesel BSVI,2021.0,43000,Diesel,Manual,Mumbai,1450000.0
MG,Gloster Savvy 7-Str,2021.0,50000,Diesel,Automatic,Mumbai,2950000.0
Hyundai,Creta 1.6 EX Petrol,2015.0,56686,Petrol,Manual,Mumbai,669000.0
Volkswagen,Taigun 1.0 TSI Topline AT BSVI,2022.0,36491,Petrol,Automatic,Mumbai,1049000.0
Audi,A6 35 TDI,2018.0,48191,Diesel,Automatic,Mumbai,2275000.0
Kia,Sonet HTX Turbo iMT BSVI,2021.0,30370,Petrol,Manual,Mumbai,819999.9999999999
Kia,Carens Luxury Plus DCT BSVI,2023.0,8911,Petrol,Automatic,Mumbai,1825000.0
Kia,Seltos GTX Plus Diesel AT,2023.0,29000,Diesel,Automatic,Mumbai,1950000.0
Jeep,Compass 2.0 Sport,2018.0,80000,Diesel,Manual,Mumbai,790000.0
Hyundai,IONIQ 5 Long Range RWD,2024.0,11000,Electric,Automatic,Mumbai,3690000.0
Ford,Figo Petrol ZXI,2013.0,82000,Petrol,Manual,Pune,225000.0
Hyundai,i20 Sportz Plus CVT BSIV,2019.0,48955,Petrol,Automatic,Pune,560000.0
Kia,Seltos GTK,2019.0,30700,Petrol,Manual,Pune,1100000.0
Kia,Seltos HTK G,2022.0,48400,Petrol,Manual,Pune,975000.0
Maruti,S Cross Zeta AT,2021.0,49000,Petrol,Automatic,Pune,775000.0
Maruti,Alto K10 VXI,2015.0,40845,Petrol,Manual,Pune,287000.0
Maruti,Baleno 1.2 CVT Delta,2016.0,65000,Petrol,Automatic,Pune,485000.0
Maruti,Baleno 1.2 Zeta,2017.0,56325,Petrol,Manual,Pune,535000.0
Kia,Seltos HTX IVT G,2019.0,79000,Petrol,Automatic,Pune,1099000.0
MG,Hector Sharp Diesel MT,2021.0,42000,Diesel,Manual,Pune,1550000.0
Maruti,Alto K10 LXI S-CNG,2023.0,90000,CNG,Manual,Pune,400000.0
Honda,Amaze S i-Dtech,2015.0,63883,Diesel,Manual,Pune,380000.0
Honda,Amaze S i-Vtech,2013.0,67000,Petrol,Manual,Pune,290000.0
Hyundai,EON D Lite Plus,2013.0,56045,Petrol,Manual,Pune,215000.0
Maruti,Ertiga CNG VXI,2021.0,68000,CNG,Manual,Pune,995000.0
Hyundai,i20 Sportz 1.2,2017.0,53046,Petrol,Manual,Pune,535000.0
Ford,Ecosport 1.5 Petrol Ambiente,2015.0,99014,Petrol,Manual,Pune,330000.0
Hyundai,Verna 1.4 VTVT,2013.0,116577,Petrol,Manual,Pune,380000.0
Honda,Jazz ZX CVT,2021.0,44000,Petrol,Automatic,Pune,699000.0
Hyundai,Creta EX BSVI,2022.0,34000,Petrol,Manual,Pune,1050000.0
Volkswagen,Vento 1.2 TSI Highline AT,2017.0,68000,Petrol,Automatic,Pune,585000.0
Hyundai,Venue SX Opt Turbo,2020.0,29302,Petrol,Manual,Pune,880000.0000000001
Ford,Figo Petrol ZXI,2013.0,82000,Petrol,Manual,Pune,225000.0
Hyundai,i20 Sportz Plus CVT BSIV,2019.0,48955,Petrol,Automatic,Pune,560000.0
Kia,Seltos GTK,2019.0,30700,Petrol,Manual,Pune,1100000.0
Kia,Seltos HTK G,2022.0,48400,Petrol,Manual,Pune,975000.0
Maruti,S Cross Zeta AT,2021.0,49000,Petrol,Automatic,Pune,775000.0
Maruti,Alto K10 VXI,2015.0,40845,Petrol,Manual,Pune,287000.0
Maruti,Baleno 1.2 CVT Delta,2016.0,65000,Petrol,Automatic,Pune,485000.0
Maruti,Baleno 1.2 Zeta,2017.0,56325,Petrol,Manual,Pune,535000.0
Kia,Seltos HTX IVT G,2019.0,79000,Petrol,Automatic,Pune,1099000.0
MG,Hector Sharp Diesel MT,2021.0,42000,Diesel,Manual,Pune,1550000.0
Maruti,Alto K10 LXI S-CNG,2023.0,90000,CNG,Manual,Pune,400000.0
Honda,Amaze S i-Dtech,2015.0,63883,Diesel,Manual,Pune,380000.0
Honda,Amaze S i-Vtech,2013.0,67000,Petrol,Manual,Pune,290000.0
Hyundai,EON D Lite Plus,2013.0,56045,Petrol,Manual,Pune,215000.0
Maruti,Ertiga CNG VXI,2021.0,68000,CNG,Manual,Pune,995000.0
Hyundai,i20 Sportz 1.2,2017.0,53046,Petrol,Manual,Pune,535000.0
Ford,Ecosport 1.5 Petrol Ambiente,2015.0,99014,Petrol,Manual,Pune,330000.0
Hyundai,Verna 1.4 VTVT,2013.0,116577,Petrol,Manual,Pune,380000.0
Honda,Jazz ZX CVT,2021.0,44000,Petrol,Automatic,Pune,699000.0
Hyundai,Creta EX BSVI,2022.0,34000,Petrol,Manual,Pune,1050000.0
Volkswagen,Vento 1.2 TSI Highline AT,2017.0,68000,Petrol,Automatic,Pune,585000.0
Hyundai,Venue SX Opt Turbo,2020.0,29302,Petrol,Manual,Pune,880000.0000000001
Ford,Figo Petrol ZXI,2013.0,82000,Petrol,Manual,Pune,225000.0
Hyundai,i20 Sportz Plus CVT BSIV,2019.0,48955,Petrol,Automatic,Pune,560000.0
Kia,Seltos GTK,2019.0,30700,Petrol,Manual,Pune,1100000.0
Kia,Seltos HTK G,2022.0,48400,Petrol,Manual,Pune,975000.0
Maruti,S Cross Zeta AT,2021.0,49000,Petrol,Automatic,Pune,775000.0
Maruti,Alto K10 VXI,2015.0,40845,Petrol,Manual,Pune,287000.0
Maruti,Baleno 1.2 CVT Delta,2016.0,65000,Petrol,Automatic,Pune,485000.0
Maruti,Baleno 1.2 Zeta,2017.0,56325,Petrol,Manual,Pune,535000.0
Kia,Seltos HTX IVT G,2019.0,79000,Petrol,Automatic,Pune,1099000.0
MG,Hector Sharp Diesel MT,2021.0,42000,Diesel,Manual,Pune,1550000.0
Maruti,Alto K10 LXI S-CNG,2023.0,90000,CNG,Manual,Pune,400000.0
Honda,Amaze S i-Dtech,2015.0,63883,Diesel,Manual,Pune,380000.0
Honda,Amaze S i-Vtech,2013.0,67000,Petrol,Manual,Pune,290000.0
Hyundai,EON D Lite Plus,2013.0,56045,Petrol,Manual,Pune,215000.0
Maruti,Ertiga CNG VXI,2021.0,68000,CNG,Manual,Pune,995000.0
Hyundai,i20 Sportz 1.2,2017.0,53046,Petrol,Manual,Pune,535000.0
Ford,Ecosport 1.5 Petrol Ambiente,2015.0,99014,Petrol,Manual,Pune,330000.0
Hyundai,Verna 1.4 VTVT,2013.0,116577,Petrol,Manual,Pune,380000.0
Honda,Jazz ZX CVT,2021.0,44000,Petrol,Automatic,Pune,699000.0
Hyundai,Creta EX BSVI,2022.0,34000,Petrol,Manual,Pune,1050000.0
Volkswagen,Vento 1.2 TSI Highline AT,2017.0,68000,Petrol,Automatic,Pune,585000.0
Hyundai,Venue SX Opt Turbo,2020.0,29302,Petrol,Manual,Pune,880000.0000000001
Ford,Figo Petrol ZXI,2013.0,82000,Petrol,Manual,Pune,225000.0
Hyundai,i20 Sportz Plus CVT BSIV,2019.0,48955,Petrol,Automatic,Pune,560000.0
Kia,Seltos GTK,2019.0,30700,Petrol,Manual,Pune,1100000.0
Kia,Seltos HTK G,2022.0,48400,Petrol,Manual,Pune,975000.0
Maruti,S Cross Zeta AT,2021.0,49000,Petrol,Automatic,Pune,775000.0
Maruti,Alto K10 VXI,2015.0,40845,Petrol,Manual,Pune,287000.0
Maruti,Baleno 1.2 CVT Delta,2016.0,65000,Petrol,Automatic,Pune,485000.0
Maruti,Baleno 1.2 Zeta,2017.0,56325,Petrol,Manual,Pune,535000.0
Kia,Seltos HTX IVT G,2019.0,79000,Petrol,Automatic,Pune,1099000.0
MG,Hector Sharp Diesel MT,2021.0,42000,Diesel,Manual,Pune,1550000.0
Maruti,Alto K10 LXI S-CNG,2023.0,90000,CNG,Manual,Pune,400000.0
Honda,Amaze S i-Dtech,2015.0,63883,Diesel,Manual,Pune,380000.0
Honda,Amaze S i-Vtech,2013.0,67000,Petrol,Manual,Pune,290000.0
Hyundai,EON D Lite Plus,2013.0,56045,Petrol,Manual,Pune,215000.0
Maruti,Ertiga CNG VXI,2021.0,68000,CNG,Manual,Pune,995000.0
Hyundai,i20 Sportz 1.2,2017.0,53046,Petrol,Manual,Pune,535000.0
Ford,Ecosport 1.5 Petrol Ambiente,2015.0,99014,Petrol,Manual,Pune,330000.0
Hyundai,Verna 1.4 VTVT,2013.0,116577,Petrol,Manual,Pune,380000.0
Honda,Jazz ZX CVT,2021.0,44000,Petrol,Automatic,Pune,699000.0
Hyundai,Creta EX BSVI,2022.0,34000,Petrol,Manual,Pune,1050000.0
Volkswagen,Vento 1.2 TSI Highline AT,2017.0,68000,Petrol,Automatic,Pune,585000.0
Hyundai,Venue SX Opt Turbo,2020.0,29302,Petrol,Manual,Pune,880000.0000000001
Ford,Figo Petrol ZXI,2013.0,82000,Petrol,Manual,Pune,225000.0
Hyundai,i20 Sportz Plus CVT BSIV,2019.0,48955,Petrol,Automatic,Pune,560000.0
Kia,Seltos GTK,2019.0,30700,Petrol,Manual,Pune,1100000.0
Kia,Seltos HTK G,2022.0,48400,Petrol,Manual,Pune,975000.0
Maruti,S Cross Zeta AT,2021.0,49000,Petrol,Automatic,Pune,775000.0
Maruti,Alto K10 VXI,2015.0,40845,Petrol,Manual,Pune,287000.0
Maruti,Baleno 1.2 CVT Delta,2016.0,65000,Petrol,Automatic,Pune,485000.0
Maruti,Baleno 1.2 Zeta,2017.0,56325,Petrol,Manual,Pune,535000.0
Kia,Seltos HTX IVT G,2019.0,79000,Petrol,Automatic,Pune,1099000.0
MG,Hector Sharp Diesel MT,2021.0,42000,Diesel,Manual,Pune,1550000.0
Maruti,Alto K10 LXI S-CNG,2023.0,90000,CNG,Manual,Pune,400000.0
Honda,Amaze S i-Dtech,2015.0,63883,Diesel,Manual,Pune,380000.0
Honda,Amaze S i-Vtech,2013.0,67000,Petrol,Manual,Pune,290000.0
Hyundai,EON D Lite Plus,2013.0,56045,Petrol,Manual,Pune,215000.0
Maruti,Ertiga CNG VXI,2021.0,68000,CNG,Manual,Pune,995000.0
Hyundai,i20 Sportz 1.2,2017.0,53046,Petrol,Manual,Pune,535000.0
Ford,Ecosport 1.5 Petrol Ambiente,2015.0,99014,Petrol,Manual,Pune,330000.0
Hyundai,Verna 1.4 VTVT,2013.0,116577,Petrol,Manual,Pune,380000.0
Honda,Jazz ZX CVT,2021.0,44000,Petrol,Automatic,Pune,699000.0
Hyundai,Creta EX BSVI,2022.0,34000,Petrol,Manual,Pune,1050000.0
Volkswagen,Vento 1.2 TSI Highline AT,2017.0,68000,Petrol,Automatic,Pune,585000.0
Hyundai,Venue SX Opt Turbo,2020.0,29302,Petrol,Manual,Pune,880000.0000000001
Skoda,Rapid 1.0 TSI Style,2021.0,70000,Petrol,Manual,Nashik,791000.0
Hyundai,Grand i10 Magna,2014.0,27000,Petrol,Manual,Nashik,375000.0
Ford,Aspire 1.2 Ti-VCT Titanium,2019.0,60000,Petrol,Manual,Nashik,490000.00000000006
Skoda,Rapid 1.5 TDI Ambition BSIV,2017.0,51000,Diesel,Manual,Nashik,675000.0
Tata,Safari XZA AT BSVI,2021.0,150000,Diesel,Automatic,Nashik,1400000.0
Volkswagen,Tiguan 2.0 TDI Highline,2017.0,137000,Diesel,Automatic,Nashik,1390000.0
Toyota,Innova 2.5 Z Diesel 7 Seater BS IV,2014.0,153000,Diesel,Manual,Nashik,975000.0
BMW,5 Series 520i Luxury Line,2017.0,47350,Petrol,Automatic,Nashik,1900000.0
Maruti,XL6 Zeta,2020.0,64000,Petrol,Manual,Nashik,961000.0
Skoda,Rapid 1.0 TSI Style,2021.0,70000,Petrol,Manual,Nashik,791000.0
Tata,Safari XZA AT BSVI,2021.0,150000,Diesel,Automatic,Nashik,1400000.0
Maruti,XL6 Zeta,2020.0,64000,Petrol,Manual,Nashik,961000.0
Tata,Zest Quadrajet 1.3 XT,2015.0,57830,Diesel,Manual,Nashik,425000.0
Audi,Q3 35 TDI Quattro Premium,2016.0,138000,Diesel,Automatic,Nashik,1400000.0
