Brand,Model,Year,KM Driven,Fuel Type,Transmission,Location,Price (INR)
Renault,Duster 85PS Diesel RxL,2015.0,68000,Diesel,Manual,Aurangabad,525000.0
Skoda,Octavia 2.0 TDI AT L K,2016.0,109000,Diesel,Automatic,Aurangabad,1050000.0
Skoda,Octavia 2.0 TDI AT L K,2016.0,109000,Diesel,Automatic,Aurangabad,1050000.0
MG,Windsor EV Essence,2025.0,10000,Electric,Automatic,Aurangabad,1639999.9999999998
Mahindra,XUV 3XO AX5 AT,2024.0,40000,Petrol,Automatic,Aurangabad,1305000.0
Maruti,Swift Dzire LXI,2012.0,72000,Petrol,Manual,Aurangabad,345000.0
Ford,Fiesta Petrol Titanium Plus,2013.0,44000,Petrol,Manual,Aurangabad,255000.0
Maruti,Ertiga VXI CNG,2022.0,79500,CNG,Manual,Aurangabad,1135000.0
Ford,Fiesta Petrol Titanium,2014.0,88000,Petrol,Manual,Aurangabad,295000.0
Hyundai,EON Magna Plus,2015.0,85500,Petrol,Manual,Aurangabad,245000.00000000003
Maruti,Ertiga VDI,2015.0,118000,Diesel,Manual,Aurangabad,695000.0
Maruti,Swift Dzire LXI,2014.0,82000,Petrol,Manual,Aurangabad,395000.0
Maruti,Swift VDI BSIV,2017.0,103000,Diesel,Manual,Aurangabad,625000.0
Maruti,Baleno 1.3 Zeta,2015.0,67000,Diesel,Manual,Aurangabad,570000.0
Volkswagen,Jetta 2.0L TDI Highline,2013.0,119000,Diesel,Manual,Aurangabad,595000.0
Maruti,Alto 800 LXI,2019.0,42000,Petrol,Manual,Aurangabad,295000.0
MG,Windsor EV Essence,2025.0,10000,Electric,Automatic,Aurangabad,1639999.9999999998
Volkswagen,Vento 1.2 TSI Comfortline AT,2014.0,80836,Petrol,Automatic,Aurangabad,415000.00000000006
Mahindra,KUV 100 mFALCON D75 K8,2016.0,75500,Diesel,Manual,Aurangabad,385000.0
Mahindra,XUV 3XO AX5 AT,2024.0,40000,Petrol,Automatic,Aurangabad,1305000.0
Volkswagen,Vento Petrol Highline,2012.0,78200,Petrol,Manual,Aurangabad,410000.0
Maruti,Alto 800 VXI,2014.0,78000,Petrol,Manual,Aurangabad,245000.00000000003
Renault,Duster 85PS Diesel RxL,2015.0,68000,Diesel,Manual,Aurangabad,525000.0
Skoda,Octavia 2.0 TDI AT L K,2016.0,109000,Diesel,Automatic,Aurangabad,1050000.0
Skoda,Octavia 2.0 TDI AT L K,2016.0,109000,Diesel,Automatic,Aurangabad,1050000.0
MG,Windsor EV Essence,2025.0,10000,Electric,Automatic,Aurangabad,1639999.9999999998
Mahindra,XUV 3XO AX5 AT,2024.0,40000,Petrol,Automatic,Aurangabad,1305000.0
Maruti,Swift Dzire LXI,2012.0,72000,Petrol,Manual,Aurangabad,345000.0
Ford,Fiesta Petrol Titanium Plus,2013.0,44000,Petrol,Manual,Aurangabad,255000.0
Maruti,Ertiga VXI CNG,2022.0,79500,CNG,Manual,Aurangabad,1135000.0
Ford,Fiesta Petrol Titanium,2014.0,88000,Petrol,Manual,Aurangabad,295000.0
Hyundai,EON Magna Plus,2015.0,85500,Petrol,Manual,Aurangabad,245000.00000000003
Maruti,Ertiga VDI,2015.0,118000,Diesel,Manual,Aurangabad,695000.0
Maruti,Swift Dzire LXI,2014.0,82000,Petrol,Manual,Aurangabad,395000.0
Maruti,Swift VDI BSIV,2017.0,103000,Diesel,Manual,Aurangabad,625000.0
Maruti,Baleno 1.3 Zeta,2015.0,67000,Diesel,Manual,Aurangabad,570000.0
Volkswagen,Jetta 2.0L TDI Highline,2013.0,119000,Diesel,Manual,Aurangabad,595000.0
Maruti,Alto 800 LXI,2019.0,42000,Petrol,Manual,Aurangabad,295000.0
MG,Windsor EV Essence,2025.0,10000,Electric,Automatic,Aurangabad,1639999.9999999998
Volkswagen,Vento 1.2 TSI Comfortline AT,2014.0,80836,Petrol,Automatic,Aurangabad,415000.00000000006
Mahindra,KUV 100 mFALCON D75 K8,2016.0,75500,Diesel,Manual,Aurangabad,385000.0
Mahindra,XUV 3XO AX5 AT,2024.0,40000,Petrol,Automatic,Aurangabad,1305000.0
Volkswagen,Vento Petrol Highline,2012.0,78200,Petrol,Manual,Aurangabad,410000.0
Maruti,Alto 800 VXI,2014.0,78000,Petrol,Manual,Aurangabad,245000.00000000003
Renault,Duster 85PS Diesel RxL,2015.0,68000,Diesel,Manual,Aurangabad,525000.0
Skoda,Octavia 2.0 TDI AT L K,2016.0,109000,Diesel,Automatic,Aurangabad,1050000.0
Skoda,Octavia 2.0 TDI AT L K,2016.0,109000,Diesel,Automatic,Aurangabad,1050000.0
MG,Windsor EV Essence,2025.0,10000,Electric,Automatic,Aurangabad,1639999.9999999998
Mahindra,XUV 3XO AX5 AT,2024.0,40000,Petrol,Automatic,Aurangabad,1305000.0
Maruti,Swift Dzire LXI,2012.0,72000,Petrol,Manual,Aurangabad,345000.0
Ford,Fiesta Petrol Titanium Plus,2013.0,44000,Petrol,Manual,Aurangabad,255000.0
Maruti,Ertiga VXI CNG,2022.0,79500,CNG,Manual,Aurangabad,1135000.0
Ford,Fiesta Petrol Titanium,2014.0,88000,Petrol,Manual,Aurangabad,295000.0
Hyundai,EON Magna Plus,2015.0,85500,Petrol,Manual,Aurangabad,245000.00000000003
Maruti,Ertiga VDI,2015.0,118000,Diesel,Manual,Aurangabad,695000.0
Maruti,Swift Dzire LXI,2014.0,82000,Petrol,Manual,Aurangabad,395000.0
Maruti,Swift VDI BSIV,2017.0,103000,Diesel,Manual,Aurangabad,625000.0
Maruti,Baleno 1.3 Zeta,2015.0,67000,Diesel,Manual,Aurangabad,570000.0
Volkswagen,Jetta 2.0L TDI Highline,2013.0,119000,Diesel,Manual,Aurangabad,595000.0
Maruti,Alto 800 LXI,2019.0,42000,Petrol,Manual,Aurangabad,295000.0
MG,Windsor EV Essence,2025.0,10000,Electric,Automatic,Aurangabad,1639999.9999999998
Volkswagen,Vento 1.2 TSI Comfortline AT,2014.0,80836,Petrol,Automatic,Aurangabad,415000.00000000006
Mahindra,KUV 100 mFALCON D75 K8,2016.0,75500,Diesel,Manual,Aurangabad,385000.0
Mahindra,XUV 3XO AX5 AT,2024.0,40000,Petrol,Automatic,Aurangabad,1305000.0
Volkswagen,Vento Petrol Highline,2012.0,78200,Petrol,Manual,Aurangabad,410000.0
Maruti,Alto 800 VXI,2014.0,78000,Petrol,Manual,Aurangabad,245000.00000000003
Renault,Duster 85PS Diesel RxL,2015.0,68000,Diesel,Manual,Aurangabad,525000.0
Skoda,Octavia 2.0 TDI AT L K,2016.0,109000,Diesel,Automatic,Aurangabad,1050000.0
Skoda,Octavia 2.0 TDI AT L K,2016.0,109000,Diesel,Automatic,Aurangabad,1050000.0
MG,Windsor EV Essence,2025.0,10000,Electric,Automatic,Aurangabad,1639999.9999999998
Mahindra,XUV 3XO AX5 AT,2024.0,40000,Petrol,Automatic,Aurangabad,1305000.0
Maruti,Swift Dzire LXI,2012.0,72000,Petrol,Manual,Aurangabad,345000.0
Ford,Fiesta Petrol Titanium Plus,2013.0,44000,Petrol,Manual,Aurangabad,255000.0
Maruti,Ertiga VXI CNG,2022.0,79500,CNG,Manual,Aurangabad,1135000.0
Ford,Fiesta Petrol Titanium,2014.0,88000,Petrol,Manual,Aurangabad,295000.0
Hyundai,EON Magna Plus,2015.0,85500,Petrol,Manual,Aurangabad,245000.00000000003
Maruti,Ertiga VDI,2015.0,118000,Diesel,Manual,Aurangabad,695000.0
Maruti,Swift Dzire LXI,2014.0,82000,Petrol,Manual,Aurangabad,395000.0
Maruti,Swift VDI BSIV,2017.0,103000,Diesel,Manual,Aurangabad,625000.0
Maruti,Baleno 1.3 Zeta,2015.0,67000,Diesel,Manual,Aurangabad,570000.0
Volkswagen,Jetta 2.0L TDI Highline,2013.0,119000,Diesel,Manual,Aurangabad,595000.0
Maruti,Alto 800 LXI,2019.0,42000,Petrol,Manual,Aurangabad,295000.0
MG,Windsor EV Essence,2025.0,10000,Electric,Automatic,Aurangabad,1639999.9999999998
Volkswagen,Vento 1.2 TSI Comfortline AT,2014.0,80836,Petrol,Automatic,Aurangabad,415000.00000000006
Mahindra,KUV 100 mFALCON D75 K8,2016.0,75500,Diesel,Manual,Aurangabad,385000.0
Mahindra,XUV 3XO AX5 AT,2024.0,40000,Petrol,Automatic,Aurangabad,1305000.0
Volkswagen,Vento Petrol Highline,2012.0,78200,Petrol,Manual,Aurangabad,410000.0
Maruti,Alto 800 VXI,2014.0,78000,Petrol,Manual,Aurangabad,245000.00000000003
Renault,Duster 85PS Diesel RxL,2015.0,68000,Diesel,Manual,Aurangabad,525000.0
Skoda,Octavia 2.0 TDI AT L K,2016.0,109000,Diesel,Automatic,Aurangabad,1050000.0
Skoda,Octavia 2.0 TDI AT L K,2016.0,109000,Diesel,Automatic,Aurangabad,1050000.0
MG,Windsor EV Essence,2025.0,10000,Electric,Automatic,Aurangabad,1639999.9999999998
Mahindra,XUV 3XO AX5 AT,2024.0,40000,Petrol,Automatic,Aurangabad,1305000.0
Maruti,Swift Dzire LXI,2012.0,72000,Petrol,Manual,Aurangabad,345000.0
Ford,Fiesta Petrol Titanium Plus,2013.0,44000,Petrol,Manual,Aurangabad,255000.0
Maruti,Ertiga VXI CNG,2022.0,79500,CNG,Manual,Aurangabad,1135000.0
Ford,Fiesta Petrol Titanium,2014.0,88000,Petrol,Manual,Aurangabad,295000.0
Hyundai,EON Magna Plus,2015.0,85500,Petrol,Manual,Aurangabad,245000.00000000003
Maruti,Ertiga VDI,2015.0,118000,Diesel,Manual,Aurangabad,695000.0
Maruti,Swift Dzire LXI,2014.0,82000,Petrol,Manual,Aurangabad,395000.0
Maruti,Swift VDI BSIV,2017.0,103000,Diesel,Manual,Aurangabad,625000.0
Maruti,Baleno 1.3 Zeta,2015.0,67000,Diesel,Manual,Aurangabad,570000.0
Volkswagen,Jetta 2.0L TDI Highline,2013.0,119000,Diesel,Manual,Aurangabad,595000.0
Maruti,Alto 800 LXI,2019.0,42000,Petrol,Manual,Aurangabad,295000.0
Tata,Altroz XZA Plus OS DCT,2025.0,5210,Petrol,Automatic,Ahmednagar,865000.0
Kia,Seltos HTK Plus G,2020.0,49671,Petrol,Manual,Ahmednagar,995000.0
Maruti,Baleno Delta,2021.0,44424,Petrol,Manual,Ahmednagar,595000.0
Renault,Duster 4x4,2014.0,76000,Diesel,Manual,Ahmednagar,595000.0
Volkswagen,Polo Diesel Comfortline 1.2L,2013.0,70000,Diesel,Manual,Ahmednagar,425000.0
Maruti,Swift Dzire VDI,2013.0,54000,Diesel,Manual,Ahmednagar,535000.0
Renault,Duster 85PS Diesel RxL,2013.0,76000,Diesel,Manual,Ahmednagar,465000.00000000006
Toyota,Innova Crysta 2.4 VX MT BSIV,2017.0,151000,Diesel,Manual,Ahmednagar,1575000.0
Hyundai,i20 1.4 CRDi Anniversary Edition,2017.0,84000,Diesel,Manual,Ahmednagar,635000.0
Mahindra,XUV500 R W10 FWD,2017.0,68000,Diesel,Manual,Ahmednagar,1125000.0
MG,Astor Super EX BSVI,2022.0,26484,Petrol,Manual,Ahmednagar,850000.0
Tata,Nexon XZA Plus (O) AMT,2022.0,5827,Petrol,Automatic,Ahmednagar,925000.0
Mahindra,Thar LX 4WD Hard Top Diesel BSVI,2024.0,15000,Diesel,Manual,Ahmednagar,1425000.0
Maruti,Swift Dzire VDI,2017.0,85000,Diesel,Manual,Ahmednagar,660000.0
Hyundai,Creta 1.6 CRDi AT SX Plus,2016.0,115000,Diesel,Automatic,Ahmednagar,925000.0
Hyundai,i20 Sportz 1.4 CRDi,2013.0,56000,Diesel,Manual,Ahmednagar,455000.0
Maruti,Wagon R VXI BS IV,2011.0,71000,Petrol,Manual,Ahmednagar,290000.0
Mahindra,Bolero Neo N10 Option,2023.0,30000,Diesel,Manual,Ahmednagar,1150000.0
Tata,Nexon Creative Plus S,2024.0,10000,Petrol,Manual,Ahmednagar,1350000.0
Renault,KWID Climber 1.0 MT DT,2021.0,120000,Petrol,Manual,Ahmednagar,400000.0
Tata,Altroz XZA Plus OS DCT,2025.0,5210,Petrol,Automatic,Ahmednagar,865000.0
Kia,Seltos HTK Plus G,2020.0,49671,Petrol,Manual,Ahmednagar,995000.0
Maruti,Baleno Delta,2021.0,44424,Petrol,Manual,Ahmednagar,595000.0
Renault,Duster 4x4,2014.0,76000,Diesel,Manual,Ahmednagar,595000.0
Volkswagen,Polo Diesel Comfortline 1.2L,2013.0,70000,Diesel,Manual,Ahmednagar,425000.0
Maruti,Swift Dzire VDI,2013.0,54000,Diesel,Manual,Ahmednagar,535000.0
Renault,Duster 85PS Diesel RxL,2013.0,76000,Diesel,Manual,Ahmednagar,465000.00000000006
Toyota,Innova Crysta 2.4 VX MT BSIV,2017.0,151000,Diesel,Manual,Ahmednagar,1575000.0
Hyundai,i20 1.4 CRDi Anniversary Edition,2017.0,84000,Diesel,Manual,Ahmednagar,635000.0
Mahindra,XUV500 R W10 FWD,2017.0,68000,Diesel,Manual,Ahmednagar,1125000.0
MG,Astor Super EX BSVI,2022.0,26484,Petrol,Manual,Ahmednagar,850000.0
Tata,Nexon XZA Plus (O) AMT,2022.0,5827,Petrol,Automatic,Ahmednagar,925000.0
Mahindra,Thar LX 4WD Hard Top Diesel BSVI,2024.0,15000,Diesel,Manual,Ahmednagar,1425000.0
Maruti,Swift Dzire VDI,2017.0,85000,Diesel,Manual,Ahmednagar,660000.0
Hyundai,Creta 1.6 CRDi AT SX Plus,2016.0,115000,Diesel,Automatic,Ahmednagar,925000.0
Hyundai,i20 Sportz 1.4 CRDi,2013.0,56000,Diesel,Manual,Ahmednagar,455000.0
Maruti,Wagon R VXI BS IV,2011.0,71000,Petrol,Manual,Ahmednagar,290000.0
Mahindra,Bolero Neo N10 Option,2023.0,30000,Diesel,Manual,Ahmednagar,1150000.0
Tata,Nexon Creative Plus S,2024.0,10000,Petrol,Manual,Ahmednagar,1350000.0
Renault,KWID Climber 1.0 MT DT,2021.0,120000,Petrol,Manual,Ahmednagar,400000.0
Tata,Altroz XZA Plus OS DCT,2025.0,5210,Petrol,Automatic,Ahmednagar,865000.0
Kia,Seltos HTK Plus G,2020.0,49671,Petrol,Manual,Ahmednagar,995000.0
Maruti,Baleno Delta,2021.0,44424,Petrol,Manual,Ahmednagar,595000.0
Renault,Duster 4x4,2014.0,76000,Diesel,Manual,Ahmednagar,595000.0
Volkswagen,Polo Diesel Comfortline 1.2L,2013.0,70000,Diesel,Manual,Ahmednagar,425000.0
Maruti,Swift Dzire VDI,2013.0,54000,Diesel,Manual,Ahmednagar,535000.0
Renault,Duster 85PS Diesel RxL,2013.0,76000,Diesel,Manual,Ahmednagar,465000.00000000006
Toyota,Innova Crysta 2.4 VX MT BSIV,2017.0,151000,Diesel,Manual,Ahmednagar,1575000.0
Hyundai,i20 1.4 CRDi Anniversary Edition,2017.0,84000,Diesel,Manual,Ahmednagar,635000.0
Mahindra,XUV500 R W10 FWD,2017.0,68000,Diesel,Manual,Ahmednagar,1125000.0
MG,Astor Super EX BSVI,2022.0,26484,Petrol,Manual,Ahmednagar,850000.0
Tata,Nexon XZA Plus (O) AMT,2022.0,5827,Petrol,Automatic,Ahmednagar,925000.0
Mahindra,Thar LX 4WD Hard Top Diesel BSVI,2024.0,15000,Diesel,Manual,Ahmednagar,1425000.0
Maruti,Swift Dzire VDI,2017.0,85000,Diesel,Manual,Ahmednagar,660000.0
Hyundai,Creta 1.6 CRDi AT SX Plus,2016.0,115000,Diesel,Automatic,Ahmednagar,925000.0
Hyundai,i20 Sportz 1.4 CRDi,2013.0,56000,Diesel,Manual,Ahmednagar,455000.0
Maruti,Wagon R VXI BS IV,2011.0,71000,Petrol,Manual,Ahmednagar,290000.0
Mahindra,Bolero Neo N10 Option,2023.0,30000,Diesel,Manual,Ahmednagar,1150000.0
Tata,Nexon Creative Plus S,2024.0,10000,Petrol,Manual,Ahmednagar,1350000.0
Renault,KWID Climber 1.0 MT DT,2021.0,120000,Petrol,Manual,Ahmednagar,400000.0
Tata,Altroz XZA Plus OS DCT,2025.0,5210,Petrol,Automatic,Ahmednagar,865000.0
Kia,Seltos HTK Plus G,2020.0,49671,Petrol,Manual,Ahmednagar,995000.0
Maruti,Baleno Delta,2021.0,44424,Petrol,Manual,Ahmednagar,595000.0
Renault,Duster 4x4,2014.0,76000,Diesel,Manual,Ahmednagar,595000.0
Volkswagen,Polo Diesel Comfortline 1.2L,2013.0,70000,Diesel,Manual,Ahmednagar,425000.0
Maruti,Swift Dzire VDI,2013.0,54000,Diesel,Manual,Ahmednagar,535000.0
Renault,Duster 85PS Diesel RxL,2013.0,76000,Diesel,Manual,Ahmednagar,465000.00000000006
Toyota,Innova Crysta 2.4 VX MT BSIV,2017.0,151000,Diesel,Manual,Ahmednagar,1575000.0
Hyundai,i20 1.4 CRDi Anniversary Edition,2017.0,84000,Diesel,Manual,Ahmednagar,635000.0
Mahindra,XUV500 R W10 FWD,2017.0,68000,Diesel,Manual,Ahmednagar,1125000.0
MG,Astor Super EX BSVI,2022.0,26484,Petrol,Manual,Ahmednagar,850000.0
Tata,Nexon XZA Plus (O) AMT,2022.0,5827,Petrol,Automatic,Ahmednagar,925000.0
Mahindra,Thar LX 4WD Hard Top Diesel BSVI,2024.0,15000,Diesel,Manual,Ahmednagar,1425000.0
Maruti,Swift Dzire VDI,2017.0,85000,Diesel,Manual,Ahmednagar,660000.0
Hyundai,Creta 1.6 CRDi AT SX Plus,2016.0,115000,Diesel,Automatic,Ahmednagar,925000.0
Hyundai,i20 Sportz 1.4 CRDi,2013.0,56000,Diesel,Manual,Ahmednagar,455000.0
Maruti,Wagon R VXI BS IV,2011.0,71000,Petrol,Manual,Ahmednagar,290000.0
Mahindra,Bolero Neo N10 Option,2023.0,30000,Diesel,Manual,Ahmednagar,1150000.0
Tata,Nexon Creative Plus S,2024.0,10000,Petrol,Manual,Ahmednagar,1350000.0
Renault,KWID Climber 1.0 MT DT,2021.0,120000,Petrol,Manual,Ahmednagar,400000.0
Tata,Altroz XZA Plus OS DCT,2025.0,5210,Petrol,Automatic,Ahmednagar,865000.0
Kia,Seltos HTK Plus G,2020.0,49671,Petrol,Manual,Ahmednagar,995000.0
Maruti,Baleno Delta,2021.0,44424,Petrol,Manual,Ahmednagar,595000.0
Renault,Duster 4x4,2014.0,76000,Diesel,Manual,Ahmednagar,595000.0
Volkswagen,Polo Diesel Comfortline 1.2L,2013.0,70000,Diesel,Manual,Ahmednagar,425000.0
Maruti,Swift Dzire VDI,2013.0,54000,Diesel,Manual,Ahmednagar,535000.0
Renault,Duster 85PS Diesel RxL,2013.0,76000,Diesel,Manual,Ahmednagar,465000.00000000006
Toyota,Innova Crysta 2.4 VX MT BSIV,2017.0,151000,Diesel,Manual,Ahmednagar,1575000.0
Hyundai,i20 1.4 CRDi Anniversary Edition,2017.0,84000,Diesel,Manual,Ahmednagar,635000.0
Mahindra,XUV500 R W10 FWD,2017.0,68000,Diesel,Manual,Ahmednagar,1125000.0
MG,Astor Super EX BSVI,2022.0,26484,Petrol,Manual,Ahmednagar,850000.0
Tata,Nexon XZA Plus (O) AMT,2022.0,5827,Petrol,Automatic,Ahmednagar,925000.0
Mahindra,Thar LX 4WD Hard Top Diesel BSVI,2024.0,15000,Diesel,Manual,Ahmednagar,1425000.0
Maruti,Swift Dzire VDI,2017.0,85000,Diesel,Manual,Ahmednagar,660000.0
Hyundai,Creta 1.6 CRDi AT SX Plus,2016.0,115000,Diesel,Automatic,Ahmednagar,925000.0
Hyundai,i20 Sportz 1.4 CRDi,2013.0,56000,Diesel,Manual,Ahmednagar,455000.0
Maruti,Wagon R VXI BS IV,2011.0,71000,Petrol,Manual,Ahmednagar,290000.0
Mahindra,Bolero Neo N10 Option,2023.0,30000,Diesel,Manual,Ahmednagar,1150000.0
Tata,Nexon Creative Plus S,2024.0,10000,Petrol,Manual,Ahmednagar,1350000.0
Renault,KWID Climber 1.0 MT DT,2021.0,120000,Petrol,Manual,Ahmednagar,400000.0
